<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
QQQ.US,5,20240812,124000,453.04,453.16,452.275,452.7,121129,0
QQQ.US,5,20240812,124500,452.78,453.1,452.74,452.9,78949,0
QQQ.US,5,20240812,125000,452.88,452.88,452.29,452.51,115617,0
QQQ.US,5,20240812,125500,452.525,452.605,450.88,450.905,352945,0
QQQ.US,5,20240812,130000,450.9225,451.18,450.32,451.0499,240257,0
QQQ.US,5,20240812,130500,451.05,451.39,450.85,451.27,128181,0
QQQ.US,5,20240812,131000,451.26,451.43,450.89,451.37,116793,0
QQQ.US,5,20240812,131500,451.34,451.97,451.24,451.96,125887,0
QQQ.US,5,20240812,132000,451.92,452.53,451.85,452.203,137198,0
QQQ.US,5,20240812,132500,452.225,452.225,451.24,451.655,109632,0
QQQ.US,5,20240812,133000,451.7,452.06,451.68,452.05,76536,0
QQQ.US,5,20240812,133500,452.04,452.1092,451.24,451.71,114848,0
QQQ.US,5,20240812,134000,451.67,451.75,450.94,451.21,117672,0
QQQ.US,5,20240812,134500,451.16,451.4399,450.67,450.68,165091,0
QQQ.US,5,20240812,135000,450.66,450.73,450.05,450.6,317555,0
QQQ.US,5,20240812,135500,450.66,451.0,450.61,450.82,216128,0
QQQ.US,5,20240812,140000,450.83,451.23,450.66,451.1,113963,0
QQQ.US,5,20240812,140500,451.1,451.14,450.36,450.6,154888,0
QQQ.US,5,20240812,141000,450.59,451.11,450.465,451.05,132723,0
QQQ.US,5,20240812,141500,451.04,451.15,450.72,450.79,89626,0
QQQ.US,5,20240812,142000,450.77,451.43,450.72,450.74,126000,0
QQQ.US,5,20240812,142500,450.72,451.2,450.67,450.93,98030,0
QQQ.US,5,20240812,143000,450.82,451.02,450.56,450.98,140805,0
QQQ.US,5,20240812,143500,450.95,451.31,450.77,451.17,104202,0
QQQ.US,5,20240812,144000,451.15,451.24,450.85,451.05,68358,0
QQQ.US,5,20240812,144500,451.1,451.2,450.82,451.06,77706,0
QQQ.US,5,20240812,145000,451.03,451.33,450.91,451.12,103990,0
QQQ.US,5,20240812,145500,451.1011,451.57,451.07,451.505,116743,0
QQQ.US,5,20240812,150000,451.52,451.59,451.0,451.23,115781,0
QQQ.US,5,20240812,150500,451.22,451.22,450.69,450.98,235627,0
QQQ.US,5,20240812,151000,450.97,451.3829,450.68,450.8301,122388,0
QQQ.US,5,20240812,151500,450.86,451.24,450.63,451.1,120886,0
QQQ.US,5,20240812,152000,451.09,451.2299,450.84,451.16,84456,0
QQQ.US,5,20240812,152500,451.16,451.275,450.86,450.88,84710,0
QQQ.US,5,20240812,153000,450.9,451.28,450.76,450.79,206867,0
QQQ.US,5,20240812,153500,450.77,450.929,450.32,450.5684,258070,0
QQQ.US,5,20240812,154000,450.55,450.73,450.2,450.52,340094,0
QQQ.US,5,20240812,154500,450.51,450.69,450.34,450.49,177056,0
QQQ.US,5,20240812,155000,450.5,450.94,449.93,450.685,565789,0
QQQ.US,5,20240812,155500,450.69,451.52,450.43,451.38,1231371,0
QQQ.US,5,20240813,093000,455.82,457.4013,455.68,456.82,931981,0
QQQ.US,5,20240813,093500,456.79,457.12,456.35,456.48,550530,0
QQQ.US,5,20240813,094000,456.48,456.88,455.91,456.79,459235,0
QQQ.US,5,20240813,094500,456.785,457.81,456.785,457.775,629224,0
QQQ.US,5,20240813,095000,457.77,457.95,457.418,457.608,700028,0
QQQ.US,5,20240813,095500,457.61,457.979,456.89,457.66,569774,0
QQQ.US,5,20240813,100000,457.67,458.12,457.51,457.985,388466,0
QQQ.US,5,20240813,100500,458.01,458.06,457.35,457.46,355519,0
QQQ.US,5,20240813,101000,457.47,458.21,457.23,457.4799,339025,0
QQQ.US,5,20240813,101500,457.49,457.725,456.98,457.33,303994,0
QQQ.US,5,20240813,102000,457.35,457.76,457.204,457.71,190209,0
QQQ.US,5,20240813,102500,457.75,457.92,457.361,457.79,218770,0
QQQ.US,5,20240813,103000,457.78,457.78,456.633,457.27,359574,0
QQQ.US,5,20240813,103500,457.255,457.8867,457.2538,457.62,196999,0
QQQ.US,5,20240813,104000,457.65,457.99,457.52,457.75,157785,0
QQQ.US,5,20240813,104500,457.78,458.84,457.67,458.84,337286,0
QQQ.US,5,20240813,105000,458.81,458.9,458.4,458.59,231628,0
QQQ.US,5,20240813,105500,458.57,458.74,458.42,458.675,178598,0
QQQ.US,5,20240813,110000,458.71,459.0598,458.51,459.045,183098,0
QQQ.US,5,20240813,110500,459.055,459.2,458.85,458.85,282775,0
QQQ.US,5,20240813,111000,458.885,459.22,458.62,459.06,143382,0
QQQ.US,5,20240813,111500,459.06,459.2399,458.965,459.11,249350,0
QQQ.US,5,20240813,112000,459.12,459.3982,459.05,459.3099,149451,0
QQQ.US,5,20240813,112500,459.285,459.52,459.01,459.3,243773,0
QQQ.US,5,20240813,113000,459.28,459.51,459.05,459.31,162326,0
QQQ.US,5,20240813,113500,459.34,459.6,459.15,459.53,123036,0
QQQ.US,5,20240813,114000,459.55,459.76,459.34,459.45,290774,0
QQQ.US,5,20240813,114500,459.48,459.73,459.2401,459.68,192276,0
QQQ.US,5,20240813,115000,459.68,459.94,459.49,459.8992,283770,0
QQQ.US,5,20240813,115500,459.9,460.05,459.58,459.626,301602,0
